date,mosquito_Indicator,rain(mm),mean_T(℃),min_T(℃),max_T(℃)
2020-07-24,"2,089",2.9,22.5,18.7,26.8
2020-07-25,"3,035",0.0,24.3,22.3,29.0
2020-07-26,"2,663",0.0,25.4,21.6,29.6
2020-07-27,"3,221",2.2,24.3,22.9,25.5
2020-07-28,"2,646",0.4,24.4,22.7,26.4
2020-07-29,"2,884",50.1,23.7,22.6,24.9
2020-07-30,"2,143",0.1,25.3,23.4,28.4
2020-07-31,"3,043",1.5,26.2,22.8,29.6
2020-08-01,"3,187",39.1,25.3,24.3,26.9
2020-08-02,"3,183",31.4,24.9,23.5,26.4
2020-08-03,"2,401",102.6,25.0,23.9,26.3
2020-08-04,"1,902",3.9,27.0,25.0,29.4
2020-08-05,"2,302",18.5,26.5,25.5,29.1
2020-08-06,"2,378",75.7,24.1,22.9,26.0
2020-08-07,"2,101",0.0,24.3,22.6,26.1
2020-08-08,"2,233",19.1,24.2,22.7,26.1
2020-08-09,"2,236",50.3,24.9,23.7,25.8
2020-08-10,"2,122",44.6,26.5,24.7,29.5
2020-08-11,"1,907",97.0,24.6,22.4,27.3
2020-08-12,"2,052",0.0,27.2,23.5,31.3
2020-08-13,"2,533",0.0,28.0,26.3,30.3
2020-08-14,"2,293",0.4,27.1,26.5,28.0
2020-08-15,"2,721",69.0,26.1,25.0,27.0
2020-08-16,"2,389",0.0,27.4,25.3,30.8
2020-08-17,"3,488",0.0,28.2,26.1,32.2
2020-08-18,"3,211",0.0,27.5,24.0,31.9
2020-08-19,"3,011",0.0,27.1,23.6,31.4
2020-08-20,"3,247",0.0,27.7,25.0,31.7
2020-08-21,"3,098",2.5,26.6,25.2,29.2
2020-08-22,"2,843",42.6,24.3,21.7,27.6
2020-08-23,"2,198",0.0,25.3,21.5,29.9
2020-08-24,"3,287",0.0,27.8,23.7,32.0
2020-08-25,"3,361",0.0,29.9,26.0,34.5
2020-08-26,"3,138",0.6,30.2,27.0,34.5
2020-08-27,"2,250",8.7,27.1,25.6,28.6
2020-08-28,"2,781",13.6,27.3,26.0,29.7
2020-08-29,"2,869",13.6,26.8,25.5,29.0
2020-08-30,"2,784",42.5,26.8,24.4,30.6
2020-08-31,"2,930",0.0,26.4,23.8,30.0
2020-09-01,"3,036",0.0,26.6,23.8,29.5
2020-09-02,"3,515",33.3,24.3,22.6,26.4
2020-09-03,"2,903",29.8,22.7,20.0,25.6
2020-09-04,"3,628",0.0,23.3,19.9,27.5
2020-09-05,"3,703",0.0,23.3,19.2,27.3
2020-09-06,"3,600",6.4,21.7,19.5,24.4
2020-09-07,"2,471",61.0,19.2,17.5,20.6
2020-09-08,"2,678",0.0,23.4,20.6,26.5
2020-09-09,"3,532",1.3,21.1,19.0,25.3
2020-09-10,"2,160",3.9,22.8,18.8,27.0
2020-09-11,"2,864",1.2,22.4,19.2,27.1
2020-09-12,"3,002",5.7,20.2,18.1,23.2
2020-09-13,"2,611",0.0,21.5,16.7,26.6
2020-09-14,"3,176",0.0,21.3,17.6,24.9
2020-09-15,"3,269",0.0,23.0,18.9,27.7
2020-09-16,"3,946",0.3,22.5,21.3,24.9
2020-09-17,"3,544",0.0,21.3,20.1,23.6
2020-09-18,"4,127",0.0,21.5,18.1,25.8
2020-09-19,"3,715",0.3,21.2,17.6,26.2
2020-09-20,"3,815",0.0,19.7,15.6,24.9
2020-09-21,"2,983",0.0,19.1,13.6,25.3
2020-09-22,"2,507",0.0,20.2,15.5,25.6
2020-09-23,"3,142",0.0,19.2,15.2,23.8
2020-09-24,"3,189",0.0,20.6,16.8,25.4
2020-09-25,"3,366",0.0,20.1,16.6,25.4
2020-09-26,"3,048",0.0,19.3,14.8,24.8
2020-09-27,"3,088",0.0,20.4,14.9,25.8
2020-09-28,"2,884",0.0,20.7,15.7,26.5
2020-09-29,"2,921",0.0,19.6,15.3,23.9
2020-09-30,"2,747",38.3,19.6,16.2,25.7
2020-10-01,"2,381",0.0,18.8,15.6,23.6
2020-10-02,"2,972",0.0,19.2,16.3,21.9
2020-10-03,"2,479",0.0,19.9,18.3,23.2
2020-10-04,"3,240",0.0,16.6,10.6,21.8
2020-10-05,"2,031",0.0,13.3,8.5,18.4
2020-10-06,"1,507",0.0,14.2,9.3,19.7
2020-10-07,"1,668",0.0,16.0,9.9,22.0
2020-10-08,"1,766",0.0,17.2,12.1,23.1
2020-10-09,"2,326",0.0,17.2,12.4,23.3
2020-10-10,"2,573",0.0,16.9,12.3,21.5
2020-10-11,"2,291",0.0,16.9,12.7,20.8
2020-10-12,"1,526",0.0,16.2,12.1,21.3
2020-10-13,"1,834",0.0,13.6,8.6,18.4
2020-10-14,"1,043",0.0,12.8,8.5,18.0
2020-10-15,722,0.0,11.7,6.5,18.5
2020-10-16,729,0.0,11.8,8.6,15.4
2020-10-17,651,0.0,13.1,8.7,18.6
2020-10-18,723,0.0,13.6,7.2,20.2
2020-10-19,990,0.0,15.1,9.8,21.3
2020-10-20,949,0.0,15.2,9.9,21.7
2020-10-21,"1,089",0.0,14.1,11.8,17.3
2020-10-22,982,0.0,13.5,8.4,18.2
2020-10-23,519,0.0,8.6,5.4,13.3
2020-10-24,270,0.0,8.7,3.2,14.0
2020-10-25,358,0.0,11.8,5.4,18.2
2020-10-26,536,0.0,12.9,8.0,19.0
2020-10-27,535,0.0,14.0,9.0,19.4
2020-10-28,884,0.0,13.8,8.6,18.2
2020-10-29,695,0.0,10.8,5.5,16.1
2020-10-30,543,0.0,11.9,5.8,19.6
2020-10-31,454,0.0,13.6,8.5,18.2
2021-05-01,388,8.0,10.2,8.5,15.3
2021-05-02,151,1.7,12.4,7.3,18.7
2021-05-03,608,0.0,14.1,8.4,20.3
2021-05-04,869,19.6,13.8,11.4,15.8
2021-05-05,448,0.1,13.9,10.3,18.4
2021-05-06,717,0.0,15.7,7.9,23.1
2021-05-07,"1,041",8.8,14.4,10.7,17.2
2021-05-08,679,0.0,14.3,8.9,21.0
2021-05-09,"1,198",0.0,15.7,10.0,21.8
2021-05-10,"1,308",0.0,13.2,11.7,14.6
2021-05-11,787,0.0,18.5,9.4,25.7
2021-05-12,"1,042",0.0,22.0,16.9,27.7
2021-05-13,"1,449",0.0,22.9,16.6,29.6
2021-05-14,"1,477",0.0,24.1,18.0,30.8
2021-05-15,"1,496",15.0,22.1,20.8,26.2
2021-05-16,"1,094",66.9,18.4,14.8,20.8
2021-05-17,"1,021",3.1,15.3,14.2,16.7
2021-05-18,"1,052",0.0,17.9,13.6,24.5
2021-05-19,"1,369",0.0,19.9,12.4,26.6
2021-05-20,"1,725",0.9,18.7,15.6,22.9
2021-05-21,"1,423",6.9,16.0,14.2,18.2
2021-05-22,"1,341",0.2,18.6,13.8,23.8
2021-05-23,"1,942",0.0,19.5,14.3,25.1
2021-05-24,"2,248",0.0,19.4,16.4,24.5
2021-05-25,"1,949",8.3,15.3,11.9,19.3
2021-05-26,"1,692",0.0,18.0,11.5,23.0
2021-05-27,"2,532",8.9,15.8,13.9,18.7
2021-05-28,"1,939",12.3,15.3,12.4,19.7
2021-05-29,"2,337",0.3,15.4,12.8,19.1
2021-05-30,"1,883",18.1,18.4,10.8,26.3
2021-05-31,"2,586",4.0,19.9,16.5,23.8
2021-06-01,"3,068",3.2,20.2,15.9,23.9
2021-06-02,"2,988",0.0,23.2,16.6,29.7
2021-06-03,"3,264",18.1,19.1,14.6,22.7
2021-06-04,"1,898",0.0,18.5,13.3,23.6
2021-06-05,"2,862",0.0,20.8,17.0,25.7
2021-06-06,"3,018",0.0,23.0,18.4,28.2
2021-06-07,"3,282",0.0,21.1,19.4,24.0
2021-06-08,"3,151",0.1,23.6,18.8,29.5
2021-06-09,"3,653",0.0,25.8,19.5,31.6
2021-06-10,"3,977",6.1,24.9,20.5,29.8
2021-06-11,"3,280",4.6,21.5,19.9,24.4
2021-06-12,"3,544",0.0,24.2,18.2,30.2
2021-06-13,"3,550",0.0,24.8,20.9,29.7
2021-06-14,"3,108",0.0,24.8,18.9,30.2
2021-06-15,"2,896",1.9,22.5,21.5,25.3
2021-06-16,"2,812",0.0,24.3,20.3,28.9
2021-06-17,"2,473",0.0,21.9,19.6,25.0
2021-06-18,"2,080",6.3,20.0,19.0,21.4
2021-06-19,"2,317",0.0,22.3,17.5,27.4
2021-06-20,"2,673",0.0,22.9,17.6,29.0
2021-06-21,"2,605",0.0,23.6,19.2,28.5
2021-06-22,"2,982",0.0,22.8,19.7,28.6
2021-06-23,"2,683",7.5,22.4,18.8,27.9
2021-06-24,"2,624",0.0,23.0,18.5,28.0
2021-06-25,"3,341",0.0,24.1,19.5,29.5
2021-06-26,"3,241",4.5,22.8,19.9,26.7
2021-06-27,"3,036",38.2,24.5,19.8,30.8
2021-06-28,"2,906",0.1,23.7,21.0,29.2
2021-06-29,262,8.0,23.9,21.3,28.4
2021-06-30,,6.0,24.3,21.0,28.8
2021-07-01,,0.0,26.3,21.4,31.0
2021-07-02,,0.0,27.1,23.6,31.8
2021-07-03,,60.0,22.6,19.6,25.7
2021-07-04,,21.4,21.4,19.8,23.1
2021-07-05,,0.0,23.3,20.1,26.9
2021-07-06,,0.0,25.3,21.0,30.1
2021-07-07,,12.7,26.4,23.9,29.1
2021-07-08,,2.9,26.0,23.8,29.8
2021-07-09,,0.0,25.5,23.6,29.2
2021-07-10,,0.5,25.9,23.1,29.2
2021-07-11,,0.4,25.7,24.1,27.5
2021-07-12,,0.0,28.1,23.8,32.5
2021-07-13,,0.0,28.8,26.3,31.5
2021-07-14,780,0.0,29.7,26.1,33.5
2021-07-15,"2,025",0.0,29.1,25.9,34.5
2021-07-16,"2,390",0.0,28.8,24.2,35.2
2021-07-17,"3,614",0.0,29.1,24.7,32.8
2021-07-18,"3,580",0.0,29.6,25.7,34.1
2021-07-19,"3,635",67.4,26.4,24.0,30.5
2021-07-20,"3,147",0.0,27.9,23.6,31.8
2021-07-21,"3,322",0.0,30.5,25.3,35.3
2021-07-22,"3,194",0.0,31.2,26.5,35.9
2021-07-23,"3,052",0.0,31.2,27.2,35.8
2021-07-24,"3,146",0.0,31.7,26.9,36.5
2021-07-25,"3,274",0.0,31.5,27.2,35.9
2021-07-26,"2,952",0.0,31.2,27.4,35.4
2021-07-27,"2,628",0.0,31.1,27.8,35.7
2021-07-28,"2,982",0.0,30.4,27.1,34.7
2021-07-29,"2,927",0.0,29.6,27.0,33.3
2021-07-30,"2,925",0.0,30.5,25.8,35.4
2021-07-31,"2,289",3.0,29.8,26.8,34.3
2021-08-01,"2,971",21.0,27.1,25.1,28.8
2021-08-02,"2,676",1.7,26.5,25.0,28.6
2021-08-03,"2,403",0.0,28.0,24.1,31.4
2021-08-04,"2,447",0.0,28.9,26.3,33.2
2021-08-05,"2,468",0.0,29.4,25.6,33.7
2021-08-06,"2,547",0.0,28.1,26.0,32.2
2021-08-07,"2,384",0.0,28.0,23.4,32.3
2021-08-08,"2,771",12.7,26.8,24.4,32.1
2021-08-09,"2,740",0.0,28.3,23.3,33.6
2021-08-10,"2,630",0.0,27.7,24.3,32.2
2021-08-11,"2,919",0.0,27.4,24.1,31.6
2021-08-12,"3,015",0.0,26.8,24.0,31.7
2021-08-13,"2,435",0.0,26.6,23.4,30.1
2021-08-14,"2,645",0.0,26.1,23.4,30.5
2021-08-15,"2,521",0.0,26.9,21.7,32.4
2021-08-16,"2,460",0.0,27.3,22.5,32.8
2021-08-17,"2,337",9.3,25.9,21.9,31.3
2021-08-18,"2,410",5.6,24.3,20.6,31.0
2021-08-19,"2,728",0.0,26.0,21.0,31.5
2021-08-20,"3,201",0.0,26.6,22.6,30.7
2021-08-21,"3,218",62.8,23.8,21.0,25.5
2021-08-22,"2,982",0.0,24.4,22.4,27.0
2021-08-23,"3,058",7.4,22.4,21.0,24.0
2021-08-24,"2,622",10.5,23.4,21.1,26.4
2021-08-25,"3,006",0.3,25.0,23.5,27.3
2021-08-26,"2,829",0.7,25.5,22.9,27.9
2021-08-27,"3,349",0.9,22.4,20.4,25.5
2021-08-28,"2,349",0.0,23.6,19.7,28.2
2021-08-29,"3,179",0.9,23.7,21.9,26.3
2021-08-30,"3,546",0.0,24.2,21.2,27.7
2021-08-31,"3,821",77.4,20.5,18.1,23.1
2021-09-01,"2,466",0.8,21.4,18.5,23.9
2021-09-02,"3,117",0.0,23.5,20.7,26.7
2021-09-03,"3,314",0.0,24.3,20.6,29.2
2021-09-04,"3,288",0.0,23.2,18.5,28.6
2021-09-05,"2,693",0.0,23.1,19.4,27.3
2021-09-06,"2,721",12.0,22.3,18.0,26.4
2021-09-07,"2,054",29.6,19.6,17.6,20.9
2021-09-08,"1,892",1.6,22.2,19.0,26.9
2021-09-09,"2,807",0.0,23.5,19.1,29.1
2021-09-10,"2,968",0.0,23.6,19.5,28.9
2021-09-11,"3,221",0.0,24.0,19.9,29.4
2021-09-12,"3,247",0.0,24.2,19.2,29.8
2021-09-13,"3,258",0.0,24.8,20.8,30.3
2021-09-14,"3,268",0.0,24.6,20.0,29.5
2021-09-15,"3,453",0.0,23.6,19.5,28.9
2021-09-16,"3,165",0.0,22.9,18.0,27.3
2021-09-17,"3,197",0.0,23.5,20.5,28.2
2021-09-18,"3,422",0.0,23.9,18.9,29.8
2021-09-19,"3,471",0.0,23.7,20.8,27.8
2021-09-20,"3,974",0.0,23.7,19.0,28.4
2021-09-21,"3,267",68.1,22.0,17.4,26.2
2021-09-22,"2,765",4.5,20.2,16.8,24.3
2021-09-23,"3,152",0.0,20.9,16.9,25.9
2021-09-24,"3,309",0.0,21.8,16.7,26.9
2021-09-25,"3,292",0.0,21.2,18.7,23.1
2021-09-26,"3,168",0.0,22.6,18.4,27.3
2021-09-27,"3,397",0.0,21.6,18.7,25.0
2021-09-28,"2,780",1.3,21.5,19.6,24.4
2021-09-29,"2,681",13.1,20.2,17.8,21.4
2021-09-30,"1,735",0.0,20.3,16.0,25.9
2021-10-01,"2,406",13.3,21.1,16.9,27.5
2021-10-02,"2,483",0.0,20.7,16.4,26.6
2021-10-03,"2,552",0.0,22.3,17.1,28.8
2021-10-04,"3,055",3.6,22.9,19.2,25.6
2021-10-05,"2,476",0.0,23.6,21.7,26.5
2021-10-06,"2,673",6.4,18.8,17.9,21.7
2021-10-07,"2,698",4.6,19.4,17.9,21.9
2021-10-08,"2,906",3.5,18.8,17.5,20.0
2021-10-09,"2,317",0.4,20.9,18.5,24.1
2021-10-10,"2,580",14.2,19.9,14.9,24.3
2021-10-11,"2,368",0.3,15.2,12.6,17.8
2021-10-12,"2,341",0.0,17.9,15.8,21.3
2021-10-13,"2,322",0.0,19.6,14.9,25.2
2021-10-14,"2,309",0.0,19.7,17.4,23.9
2021-10-15,"2,308",0.0,19.0,17.0,21.4
2021-10-16,"2,088",0.0,10.7,4.2,18.1
2021-10-17,"1,210",0.0,5.6,1.3,10.8
2021-10-18,920,5.6,9.6,2.8,16.1
2021-10-19,351,4.4,10.9,7.1,15.0
2021-10-20,315,0.0,9.5,4.6,15.8
2021-10-21,341,0.0,9.8,4.9,16.2
2021-10-22,342,0.0,10.8,5.2,17.2
2021-10-23,437,0.0,11.4,5.7,18.4
2021-10-24,419,0.0,11.4,6.0,18.1
2021-10-25,444,0.0,11.7,6.3,17.6
2021-10-26,400,0.0,13.0,7.7,19.0
2021-10-27,669,0.0,13.4,9.8,18.1
2021-10-28,691,0.0,12.7,7.1,20.0
2021-10-29,765,0.0,14.6,10.5,20.6
2021-10-30,829,0.0,13.8,11.0,18.0
2021-10-31,745,0.7,14.1,9.2,20.3
2022-05-01,568,0.0,13.4,7.9,19.2
2022-05-02,721,0.0,14.2,9.1,19.4
2022-05-03,945,0.0,14.8,9.1,20.8
2022-05-04,904,0.0,17.8,10.0,25.2
2022-05-05,"1,057",0.0,18.9,12.5,25.8
2022-05-06,"1,033",0.0,19.6,13.7,25.6
2022-05-07,"1,067",0.5,18.4,15.3,23.1
2022-05-08,"1,556",2.0,15.3,11.7,18.2
2022-05-09,710,0.0,17.9,11.0,25.3
2022-05-10,"1,508",0.0,19.9,13.6,26.3
2022-05-11,"1,365",0.0,19.7,16.6,25.2
2022-05-12,"1,536",0.0,20.9,14.1,28.1
2022-05-13,"1,703",0.0,19.4,15.0,25.2
2022-05-14,"1,570",0.0,15.7,11.9,20.0
2022-05-15,"1,399",0.0,16.2,10.5,22.4
2022-05-16,"1,411",0.0,17.3,10.9,23.7
2022-05-17,"1,614",0.0,20.0,13.0,27.4
2022-05-18,"1,608",1.5,20.0,15.7,25.4
2022-05-19,"1,588",0.0,19.9,16.1,24.2
2022-05-20,"1,696",0.0,20.6,15.6,25.8
2022-05-21,"1,655",0.0,20.1,16.1,26.0
2022-05-22,"1,576",0.0,20.3,15.7,25.8
2022-05-23,"1,923",0.0,23.0,17.8,30.7
2022-05-24,"2,288",0.0,22.9,16.7,30.2
2022-05-25,"2,602",3.5,21.0,16.7,26.7
2022-05-26,"1,958",0.0,18.7,14.1,23.5
2022-05-27,"2,369",0.0,20.0,16.0,25.6
2022-05-28,"2,743",0.0,22.3,15.0,29.3
2022-05-29,"2,412",0.0,23.1,19.3,29.7
2022-05-30,"2,672",0.0,20.8,17.2,24.7
2022-05-31,"2,703",0.0,20.7,14.2,27.2
2022-06-01,"2,793",0.0,22.1,16.2,28.6
2022-06-02,"2,378",0.0,21.5,17.1,26.9
2022-06-03,"2,338",0.0,24.5,18.7,32.6
2022-06-04,"2,462",0.0,25.6,20.3,29.7
2022-06-05,"2,819",0.0,22.7,20.2,27.0
2022-06-06,"1,590",4.3,19.7,16.7,24.5
2022-06-07,"1,857",0.0,20.6,15.1,25.1
2022-06-08,"2,440",0.0,21.2,16.2,25.8
2022-06-09,"2,192",2.6,20.9,18.5,24.5
2022-06-10,"1,848",1.2,20.9,17.2,26.6
2022-06-11,"1,753",0.0,24.6,17.7,32.7
2022-06-12,"1,766",0.0,24.6,18.9,31.5
2022-06-13,"1,969",18.0,23.6,19.6,29.2
2022-06-14,"1,840",0.0,21.5,17.7,27.1
2022-06-15,"1,640",18.5,17.5,14.9,20.1
2022-06-16,"1,694",0.7,20.3,17.6,24.8
2022-06-17,"1,928",0.0,22.5,16.5,28.1
2022-06-18,"1,951",0.0,23.3,22.0,25.1
2022-06-19,"1,727",0.0,23.4,22.3,25.1
2022-06-20,"1,801",0.0,25.2,22.0,29.0
2022-06-21,"2,105",0.0,26.5,21.2,32.6
2022-06-22,"2,001",0.0,25.9,21.9,31.0
2022-06-23,"2,226",103.0,24.3,23.3,26.4
2022-06-24,"2,112",19.1,22.6,20.6,24.9
2022-06-25,"2,379",0.0,26.0,21.5,30.5
2022-06-26,"2,470",0.0,26.5,24.8,28.1
2022-06-27,"2,495",6.1,26.8,25.4,28.1
2022-06-28,"1,643",6.3,26.9,25.7,27.9
2022-06-29,"1,863",37.8,25.1,24.4,26.1
2022-06-30,"1,628",176.2,22.3,21.2,24.5
2022-07-01,"1,136",0.0,26.6,21.9,30.9
2022-07-02,"1,425",0.0,28.8,24.0,33.8
2022-07-03,"1,577",0.0,29.3,24.4,34.2
2022-07-04,"1,781",0.0,29.3,26.4,32.6
2022-07-05,"1,541",0.0,29.2,26.7,33.1
2022-07-06,"1,595",16.1,29.5,26.2,33.3
2022-07-07,"1,554",0.0,28.2,26.4,31.0
2022-07-08,"1,314",1.7,25.8,24.0,27.9
2022-07-09,"1,541",0.1,26.9,24.0,30.9
2022-07-10,"1,548",0.0,29.2,24.6,35.1
2022-07-11,"1,909",9.0,27.0,24.7,30.6
2022-07-12,"1,730",0.0,26.8,23.2,29.4
2022-07-13,"1,899",114.5,25.0,24.0,27.1
2022-07-14,"1,480",0.9,25.7,23.3,29.9
2022-07-15,"1,912",0.0,26.0,23.0,30.3
2022-07-16,"2,018",34.0,24.8,23.2,28.2
2022-07-17,"1,592",0.0,25.5,22.5,29.7
2022-07-18,"2,133",0.0,26.8,23.1,30.1
2022-07-19,"2,029",0.0,27.4,24.3,31.1
2022-07-20,"1,834",1.1,27.1,24.3,30.4
2022-07-21,"1,666",10.4,23.2,20.8,25.2
2022-07-22,"1,781",5.2,25.1,22.9,27.5
2022-07-23,"2,248",9.9,24.8,22.3,28.0
2022-07-24,"2,009",1.2,25.0,22.0,28.4
2022-07-25,"2,261",0.0,27.5,23.6,32.0
2022-07-26,"2,722",0.0,28.9,24.4,33.1
2022-07-27,"2,600",0.0,29.3,26.4,33.4
2022-07-28,"2,586",0.0,29.7,25.1,34.4
2022-07-29,"2,759",0.0,30.7,27.3,34.3
2022-07-30,"2,684",1.0,30.9,27.3,36.1
2022-07-31,"2,107",47.2,27.2,25.4,29.0
2022-08-01,"1,916",30.0,28.6,25.4,32.4
2022-08-02,"2,164",33.5,26.8,25.5,28.5
2022-08-03,"1,725",51.1,27.1,25.2,30.0
2022-08-04,"1,711",0.0,28.9,26.0,32.9
2022-08-05,"1,403",0.0,29.4,27.0,32.7
2022-08-06,"1,652",13.6,28.7,27.4,30.3
2022-08-07,"1,439",0.9,28.9,27.2,31.7
2022-08-08,"1,438",129.6,26.8,,28.4
2022-08-09,"1,228",123.1,25.1,22.0,26.5
2022-08-10,"1,188",7.6,24.7,21.4,28.8
2022-08-11,"1,523",38.8,25.0,23.4,27.5
2022-08-12,"1,372",0.0,27.0,23.0,32.4
2022-08-13,"1,770",4.0,25.8,24.7,27.5
2022-08-14,"1,203",3.0,27.6,24.5,31.5
2022-08-15,"1,602",0.9,28.1,26.6,29.8
2022-08-16,"1,906",0.0,26.7,24.1,30.0
2022-08-17,"1,828",0.0,26.0,22.8,30.5
2022-08-18,"1,904",0.0,25.6,22.4,29.8
2022-08-19,"1,921",66.1,26.0,23.3,27.5
2022-08-20,"1,951",0.0,28.2,25.7,32.0
2022-08-21,"2,097",0.0,28.1,24.7,32.0
2022-08-22,"2,059",3.2,26.8,22.9,30.2
2022-08-23,"1,750",2.2,25.4,22.4,30.2
2022-08-24,"2,205",0.0,24.8,22.4,27.9
2022-08-25,"1,999",1.6,22.2,21.1,24.0
2022-08-26,"1,974",0.0,23.8,19.9,28.4
2022-08-27,"2,467",17.6,21.5,17.6,25.5
2022-08-28,"2,408",0.0,22.6,16.1,28.4
2022-08-29,"2,614",2.2,21.0,19.5,22.5
2022-08-30,"1,914",35.8,19.1,17.9,20.3
2022-08-31,"1,346",0.0,21.7,19.6,24.9
2022-09-01,"2,127",0.0,24.0,18.3,30.4
2022-09-02,"2,557",0.0,24.7,20.3,29.8
2022-09-03,"2,454",0.0,24.2,20.5,29.2
2022-09-04,"2,375",33.8,22.3,19.8,24.0
2022-09-05,"1,699",120.0,19.2,17.7,22.7
2022-09-06,868,25.3,21.0,17.0,26.3
2022-09-07,"2,210",0.0,22.8,17.9,28.1
2022-09-08,"2,359",0.0,23.2,16.7,29.5
2022-09-09,"2,138",0.0,24.3,18.9,30.8
2022-09-10,"2,677",0.0,23.6,19.0,28.4
2022-09-11,"2,366",0.1,23.3,20.6,26.4
2022-09-12,"1,739",0.0,23.8,20.3,27.5
2022-09-13,"2,235",0.0,24.3,21.8,26.4
2022-09-14,"2,445",0.0,24.6,22.7,27.9
2022-09-15,"2,696",0.1,25.2,22.0,28.3
2022-09-16,"2,508",14.6,25.7,23.4,29.9
2022-09-17,"2,265",4.3,25.6,23.3,29.4
2022-09-18,"2,524",0.0,27.1,23.0,32.5
2022-09-19,"2,749",0.0,24.6,19.5,29.6
2022-09-20,"2,625",0.0,19.9,16.1,24.6
2022-09-21,"2,419",0.0,19.4,13.0,25.6
2022-09-22,"2,159",0.0,19.8,14.2,24.7
2022-09-23,"1,945",3.3,17.5,14.7,22.2
2022-09-24,"2,007",0.0,18.5,12.3,24.2
2022-09-25,"2,626",0.0,19.6,15.4,25.2
2022-09-26,"3,012",0.0,20.0,14.8,25.4
2022-09-27,"2,773",0.0,20.9,14.0,28.0
2022-09-28,"2,495",0.0,20.4,16.1,26.1
2022-09-29,"2,540",0.0,20.4,16.4,26.5
2022-09-30,"2,811",0.0,20.7,14.8,27.7
2022-10-01,"3,118",0.0,20.9,14.4,27.6
2022-10-02,"3,459",15.8,19.4,17.2,21.6
2022-10-03,"2,629",76.0,21.4,17.5,23.4
2022-10-04,"2,679",11.8,17.9,14.2,23.0
2022-10-05,"1,916",0.1,16.6,14.1,21.6
2022-10-06,"1,800",0.0,15.8,12.7,19.1
2022-10-07,"1,339",0.0,14.3,11.0,18.6
2022-10-08,"1,276",0.0,15.8,11.1,21.6
2022-10-09,"1,812",20.4,13.1,10.7,14.5
2022-10-10,418,0.0,9.9,8.2,11.9
2022-10-11,342,0.0,11.1,7.4,16.4
2022-10-12,594,0.0,13.5,6.5,20.6
2022-10-13,846,0.0,16.3,10.7,22.7
2022-10-14,"1,149",0.0,17.1,12.4,23.0
2022-10-15,"1,686",0.0,18.2,12.6,24.4
2022-10-16,"1,954",0.0,16.9,15.1,20.5
2022-10-17,"1,719",0.0,11.2,7.4,15.1
2022-10-18,417,0.0,9.4,5.0,14.2
2022-10-19,378,0.0,10.5,4.4,16.8
2022-10-20,561,0.0,12.9,6.0,19.7
2022-10-21,"1,028",0.0,14.0,8.8,20.9
2022-10-22,957,0.0,15.1,10.5,20.8
2022-10-23,"1,513",0.0,14.0,10.4,18.6
2022-10-24,"1,253",0.0,10.6,7.5,14.8
2022-10-25,628,0.0,11.3,5.9,17.6
2022-10-26,918,0.0,12.9,8.0,17.8
2022-10-27,"1,004",0.0,13.2,8.6,18.9
2022-10-28,878,0.0,13.6,8.2,20.6
2022-10-29,905,0.0,14.8,10.2,21.3
2022-10-30,965,0.0,14.9,10.4,21.3
2022-10-31,"1,123",0.0,14.9,11.2,21.1
